ProblemId,Map,Episode,Iteration,Action,Done,Reward,CumulativeReward,PrevLocationX,PrevLocationY,NewLocationX,NewLocationY
7,8x8-base,1,1,down,False,0,0,7,1,7,2
7,8x8-base,1,2,down,False,0,0,7,2,7,3
7,8x8-base,1,3,down,False,0,0,7,3,7,4
7,8x8-base,1,4,down,False,0,0,7,4,7,5
7,8x8-base,1,5,down,False,0,0,7,5,7,6
7,8x8-base,1,6,down,True,1,1,7,6,7,7
7,8x8-base,2,1,down,False,0,1,7,1,7,2
7,8x8-base,2,2,down,False,0,1,7,2,7,3
7,8x8-base,2,3,down,False,0,1,7,3,7,4
7,8x8-base,2,4,down,False,0,1,7,4,7,5
7,8x8-base,2,5,down,False,0,1,7,5,7,6
7,8x8-base,2,6,down,True,1,2,7,6,7,7
7,8x8-base,3,1,down,False,0,2,7,1,7,2
7,8x8-base,3,2,down,False,0,2,7,2,7,3
7,8x8-base,3,3,down,False,0,2,7,3,7,4
7,8x8-base,3,4,down,False,0,2,7,4,7,5
7,8x8-base,3,5,down,False,0,2,7,5,7,6
7,8x8-base,3,6,down,True,1,3,7,6,7,7
7,8x8-base,4,1,down,False,0,3,7,1,7,2
7,8x8-base,4,2,down,False,0,3,7,2,7,3
7,8x8-base,4,3,down,False,0,3,7,3,7,4
7,8x8-base,4,4,down,False,0,3,7,4,7,5
7,8x8-base,4,5,down,False,0,3,7,5,7,6
7,8x8-base,4,6,down,True,1,4,7,6,7,7
7,8x8-base,5,1,down,False,0,4,7,1,7,2
7,8x8-base,5,2,down,False,0,4,7,2,7,3
7,8x8-base,5,3,down,False,0,4,7,3,7,4
7,8x8-base,5,4,down,False,0,4,7,4,7,5
7,8x8-base,5,5,down,False,0,4,7,5,7,6
7,8x8-base,5,6,down,True,1,5,7,6,7,7
7,8x8-base,6,1,down,False,0,5,7,1,7,2
7,8x8-base,6,2,down,False,0,5,7,2,7,3
7,8x8-base,6,3,down,False,0,5,7,3,7,4
7,8x8-base,6,4,down,False,0,5,7,4,7,5
7,8x8-base,6,5,down,False,0,5,7,5,7,6
7,8x8-base,6,6,down,True,1,6,7,6,7,7
7,8x8-base,7,1,down,False,0,6,7,1,7,2
7,8x8-base,7,2,down,False,0,6,7,2,7,3
7,8x8-base,7,3,down,False,0,6,7,3,7,4
7,8x8-base,7,4,down,False,0,6,7,4,7,5
7,8x8-base,7,5,down,False,0,6,7,5,7,6
7,8x8-base,7,6,down,True,1,7,7,6,7,7
7,8x8-base,8,1,down,False,0,7,7,1,7,2
7,8x8-base,8,2,down,False,0,7,7,2,7,3
7,8x8-base,8,3,down,False,0,7,7,3,7,4
7,8x8-base,8,4,down,False,0,7,7,4,7,5
7,8x8-base,8,5,down,False,0,7,7,5,7,6
7,8x8-base,8,6,down,True,1,8,7,6,7,7
7,8x8-base,9,1,down,False,0,8,7,1,7,2
7,8x8-base,9,2,down,False,0,8,7,2,7,3
7,8x8-base,9,3,down,False,0,8,7,3,7,4
7,8x8-base,9,4,down,False,0,8,7,4,7,5
7,8x8-base,9,5,down,False,0,8,7,5,7,6
7,8x8-base,9,6,down,True,1,9,7,6,7,7
7,8x8-base,10,1,down,False,0,9,7,1,7,2
7,8x8-base,10,2,down,False,0,9,7,2,7,3
7,8x8-base,10,3,down,False,0,9,7,3,7,4
7,8x8-base,10,4,down,False,0,9,7,4,7,5
7,8x8-base,10,5,down,False,0,9,7,5,7,6
7,8x8-base,10,6,down,True,1,10,7,6,7,7
7,8x8-base,11,1,down,False,0,10,7,1,7,2
7,8x8-base,11,2,down,False,0,10,7,2,7,3
7,8x8-base,11,3,down,False,0,10,7,3,7,4
7,8x8-base,11,4,down,False,0,10,7,4,7,5
7,8x8-base,11,5,down,False,0,10,7,5,7,6
7,8x8-base,11,6,down,True,1,11,7,6,7,7
7,8x8-base,12,1,down,False,0,11,7,1,7,2
7,8x8-base,12,2,down,False,0,11,7,2,7,3
7,8x8-base,12,3,down,False,0,11,7,3,7,4
7,8x8-base,12,4,down,False,0,11,7,4,7,5
7,8x8-base,12,5,down,False,0,11,7,5,7,6
7,8x8-base,12,6,down,True,1,12,7,6,7,7
7,8x8-base,13,1,down,False,0,12,7,1,7,2
7,8x8-base,13,2,down,False,0,12,7,2,7,3
7,8x8-base,13,3,down,False,0,12,7,3,7,4
7,8x8-base,13,4,down,False,0,12,7,4,7,5
7,8x8-base,13,5,down,False,0,12,7,5,7,6
7,8x8-base,13,6,down,True,1,13,7,6,7,7
7,8x8-base,14,1,down,False,0,13,7,1,7,2
7,8x8-base,14,2,down,False,0,13,7,2,7,3
7,8x8-base,14,3,down,False,0,13,7,3,7,4
7,8x8-base,14,4,down,False,0,13,7,4,7,5
7,8x8-base,14,5,down,False,0,13,7,5,7,6
7,8x8-base,14,6,down,True,1,14,7,6,7,7
7,8x8-base,15,1,down,False,0,14,7,1,7,2
7,8x8-base,15,2,down,False,0,14,7,2,7,3
7,8x8-base,15,3,down,False,0,14,7,3,7,4
7,8x8-base,15,4,down,False,0,14,7,4,7,5
7,8x8-base,15,5,down,False,0,14,7,5,7,6
7,8x8-base,15,6,down,True,1,15,7,6,7,7
7,8x8-base,16,1,down,False,0,15,7,1,7,2
7,8x8-base,16,2,down,False,0,15,7,2,7,3
7,8x8-base,16,3,down,False,0,15,7,3,7,4
7,8x8-base,16,4,down,False,0,15,7,4,7,5
7,8x8-base,16,5,down,False,0,15,7,5,7,6
7,8x8-base,16,6,down,True,1,16,7,6,7,7
7,8x8-base,17,1,down,False,0,16,7,1,7,2
