ProblemId,Map,Episode,Iteration,Action,Done,Reward,CumulativeReward,PrevLocationX,PrevLocationY,NewLocationX,NewLocationY
0,4x4-base,1,1,down,False,0,0,0,1,0,2
0,4x4-base,1,2,down,True,1,1,0,2,0,3
0,4x4-base,2,1,down,False,0,1,0,1,0,2
0,4x4-base,2,2,down,True,1,2,0,2,0,3
0,4x4-base,3,1,down,False,0,2,0,1,0,2
0,4x4-base,3,2,down,True,1,3,0,2,0,3
0,4x4-base,4,1,down,False,0,3,0,1,0,2
0,4x4-base,4,2,down,True,1,4,0,2,0,3
0,4x4-base,5,1,down,False,0,4,0,1,0,2
0,4x4-base,5,2,down,True,1,5,0,2,0,3
0,4x4-base,6,1,down,False,0,5,0,1,0,2
0,4x4-base,6,2,down,True,1,6,0,2,0,3
0,4x4-base,7,1,down,False,0,6,0,1,0,2
0,4x4-base,7,2,down,True,1,7,0,2,0,3
0,4x4-base,8,1,down,False,0,7,0,1,0,2
0,4x4-base,8,2,down,True,1,8,0,2,0,3
0,4x4-base,9,1,down,False,0,8,0,1,0,2
0,4x4-base,9,2,down,True,1,9,0,2,0,3
0,4x4-base,10,1,down,False,0,9,0,1,0,2
0,4x4-base,10,2,down,True,1,10,0,2,0,3
0,4x4-base,11,1,down,False,0,10,0,1,0,2
0,4x4-base,11,2,down,True,1,11,0,2,0,3
0,4x4-base,12,1,down,False,0,11,0,1,0,2
0,4x4-base,12,2,down,True,1,12,0,2,0,3
0,4x4-base,13,1,down,False,0,12,0,1,0,2
0,4x4-base,13,2,down,True,1,13,0,2,0,3
0,4x4-base,14,1,down,False,0,13,0,1,0,2
0,4x4-base,14,2,down,True,1,14,0,2,0,3
0,4x4-base,15,1,down,False,0,14,0,1,0,2
0,4x4-base,15,2,down,True,1,15,0,2,0,3
0,4x4-base,16,1,down,False,0,15,0,1,0,2
0,4x4-base,16,2,down,True,1,16,0,2,0,3
0,4x4-base,17,1,down,False,0,16,0,1,0,2
0,4x4-base,17,2,down,True,1,17,0,2,0,3
0,4x4-base,18,1,down,False,0,17,0,1,0,2
0,4x4-base,18,2,down,True,1,18,0,2,0,3
0,4x4-base,19,1,down,False,0,18,0,1,0,2
0,4x4-base,19,2,down,True,1,19,0,2,0,3
0,4x4-base,20,1,down,False,0,19,0,1,0,2
0,4x4-base,20,2,down,True,1,20,0,2,0,3
0,4x4-base,21,1,down,False,0,20,0,1,0,2
0,4x4-base,21,2,down,True,1,21,0,2,0,3
0,4x4-base,22,1,down,False,0,21,0,1,0,2
0,4x4-base,22,2,down,True,1,22,0,2,0,3
0,4x4-base,23,1,down,False,0,22,0,1,0,2
0,4x4-base,23,2,down,True,1,23,0,2,0,3
0,4x4-base,24,1,down,False,0,23,0,1,0,2
0,4x4-base,24,2,down,True,1,24,0,2,0,3
0,4x4-base,25,1,down,False,0,24,0,1,0,2
0,4x4-base,25,2,down,True,1,25,0,2,0,3
0,4x4-base,26,1,down,False,0,25,0,1,0,2
0,4x4-base,26,2,down,True,1,26,0,2,0,3
0,4x4-base,27,1,down,False,0,26,0,1,0,2
0,4x4-base,27,2,down,True,1,27,0,2,0,3
0,4x4-base,28,1,down,False,0,27,0,1,0,2
0,4x4-base,28,2,down,True,1,28,0,2,0,3
0,4x4-base,29,1,down,False,0,28,0,1,0,2
0,4x4-base,29,2,down,True,1,29,0,2,0,3
0,4x4-base,30,1,down,False,0,29,0,1,0,2
0,4x4-base,30,2,down,True,1,30,0,2,0,3
0,4x4-base,31,1,down,False,0,30,0,1,0,2
0,4x4-base,31,2,down,True,1,31,0,2,0,3
0,4x4-base,32,1,down,False,0,31,0,1,0,2
0,4x4-base,32,2,down,True,1,32,0,2,0,3
0,4x4-base,33,1,down,False,0,32,0,1,0,2
0,4x4-base,33,2,down,True,1,33,0,2,0,3
0,4x4-base,34,1,down,False,0,33,0,1,0,2
0,4x4-base,34,2,down,True,1,34,0,2,0,3
0,4x4-base,35,1,down,False,0,34,0,1,0,2
0,4x4-base,35,2,down,True,1,35,0,2,0,3
0,4x4-base,36,1,down,False,0,35,0,1,0,2
0,4x4-base,36,2,down,True,1,36,0,2,0,3
0,4x4-base,37,1,down,False,0,36,0,1,0,2
0,4x4-base,37,2,down,True,1,37,0,2,0,3
0,4x4-base,38,1,down,False,0,37,0,1,0,2
0,4x4-base,38,2,down,True,1,38,0,2,0,3
0,4x4-base,39,1,down,False,0,38,0,1,0,2
0,4x4-base,39,2,down,True,1,39,0,2,0,3
0,4x4-base,40,1,down,False,0,39,0,1,0,2
0,4x4-base,40,2,down,True,1,40,0,2,0,3
