ProblemId,Map,Episode,Iteration,Action,Done,Reward,CumulativeReward,PrevLocationX,PrevLocationY,NewLocationX,NewLocationY
1,4x4-base,1,1,left,False,0,0,1,0,0,0
1,4x4-base,1,2,down,False,0,0,0,0,0,1
1,4x4-base,1,3,down,False,0,0,0,1,0,2
1,4x4-base,1,4,right,False,0,0,0,2,1,2
1,4x4-base,1,5,down,True,1,1,1,2,1,3
1,4x4-base,2,1,left,False,0,1,1,0,0,0
1,4x4-base,2,2,down,False,0,1,0,0,0,1
1,4x4-base,2,3,down,False,0,1,0,1,0,2
1,4x4-base,2,4,right,False,0,1,0,2,1,2
1,4x4-base,2,5,down,True,1,2,1,2,1,3
1,4x4-base,3,1,left,False,0,2,1,0,0,0
1,4x4-base,3,2,down,False,0,2,0,0,0,1
1,4x4-base,3,3,down,False,0,2,0,1,0,2
1,4x4-base,3,4,right,False,0,2,0,2,1,2
1,4x4-base,3,5,down,True,1,3,1,2,1,3
1,4x4-base,4,1,left,False,0,3,1,0,0,0
1,4x4-base,4,2,down,False,0,3,0,0,0,1
1,4x4-base,4,3,down,False,0,3,0,1,0,2
1,4x4-base,4,4,right,False,0,3,0,2,1,2
1,4x4-base,4,5,down,True,1,4,1,2,1,3
1,4x4-base,5,1,left,False,0,4,1,0,0,0
1,4x4-base,5,2,down,False,0,4,0,0,0,1
1,4x4-base,5,3,down,False,0,4,0,1,0,2
1,4x4-base,5,4,right,False,0,4,0,2,1,2
1,4x4-base,5,5,down,True,1,5,1,2,1,3
1,4x4-base,6,1,left,False,0,5,1,0,0,0
1,4x4-base,6,2,down,False,0,5,0,0,0,1
1,4x4-base,6,3,down,False,0,5,0,1,0,2
1,4x4-base,6,4,right,False,0,5,0,2,1,2
1,4x4-base,6,5,down,True,1,6,1,2,1,3
1,4x4-base,7,1,left,False,0,6,1,0,0,0
1,4x4-base,7,2,down,False,0,6,0,0,0,1
1,4x4-base,7,3,down,False,0,6,0,1,0,2
1,4x4-base,7,4,right,False,0,6,0,2,1,2
1,4x4-base,7,5,down,True,1,7,1,2,1,3
1,4x4-base,8,1,left,False,0,7,1,0,0,0
1,4x4-base,8,2,down,False,0,7,0,0,0,1
1,4x4-base,8,3,down,False,0,7,0,1,0,2
1,4x4-base,8,4,right,False,0,7,0,2,1,2
1,4x4-base,8,5,down,True,1,8,1,2,1,3
1,4x4-base,9,1,left,False,0,8,1,0,0,0
1,4x4-base,9,2,down,False,0,8,0,0,0,1
1,4x4-base,9,3,down,False,0,8,0,1,0,2
1,4x4-base,9,4,right,False,0,8,0,2,1,2
1,4x4-base,9,5,down,True,1,9,1,2,1,3
1,4x4-base,10,1,left,False,0,9,1,0,0,0
1,4x4-base,10,2,down,False,0,9,0,0,0,1
1,4x4-base,10,3,down,False,0,9,0,1,0,2
1,4x4-base,10,4,right,False,0,9,0,2,1,2
1,4x4-base,10,5,down,True,1,10,1,2,1,3
1,4x4-base,11,1,left,False,0,10,1,0,0,0
1,4x4-base,11,2,down,False,0,10,0,0,0,1
1,4x4-base,11,3,down,False,0,10,0,1,0,2
1,4x4-base,11,4,right,False,0,10,0,2,1,2
1,4x4-base,11,5,down,True,1,11,1,2,1,3
1,4x4-base,12,1,left,False,0,11,1,0,0,0
1,4x4-base,12,2,down,False,0,11,0,0,0,1
1,4x4-base,12,3,down,False,0,11,0,1,0,2
1,4x4-base,12,4,right,False,0,11,0,2,1,2
1,4x4-base,12,5,down,True,1,12,1,2,1,3
1,4x4-base,13,1,left,False,0,12,1,0,0,0
1,4x4-base,13,2,down,False,0,12,0,0,0,1
1,4x4-base,13,3,down,False,0,12,0,1,0,2
1,4x4-base,13,4,right,False,0,12,0,2,1,2
1,4x4-base,13,5,down,True,1,13,1,2,1,3
1,4x4-base,14,1,left,False,0,13,1,0,0,0
1,4x4-base,14,2,down,False,0,13,0,0,0,1
1,4x4-base,14,3,down,False,0,13,0,1,0,2
1,4x4-base,14,4,right,False,0,13,0,2,1,2
1,4x4-base,14,5,down,True,1,14,1,2,1,3
1,4x4-base,15,1,left,False,0,14,1,0,0,0
1,4x4-base,15,2,down,False,0,14,0,0,0,1
1,4x4-base,15,3,down,False,0,14,0,1,0,2
1,4x4-base,15,4,right,False,0,14,0,2,1,2
1,4x4-base,15,5,down,True,1,15,1,2,1,3
1,4x4-base,16,1,left,False,0,15,1,0,0,0
1,4x4-base,16,2,down,False,0,15,0,0,0,1
1,4x4-base,16,3,down,False,0,15,0,1,0,2
1,4x4-base,16,4,right,False,0,15,0,2,1,2
1,4x4-base,16,5,down,True,1,16,1,2,1,3
1,4x4-base,17,1,left,False,0,16,1,0,0,0
1,4x4-base,17,2,down,False,0,16,0,0,0,1
1,4x4-base,17,3,down,False,0,16,0,1,0,2
1,4x4-base,17,4,right,False,0,16,0,2,1,2
1,4x4-base,17,5,down,True,1,17,1,2,1,3
1,4x4-base,18,1,left,False,0,17,1,0,0,0
1,4x4-base,18,2,down,False,0,17,0,0,0,1
1,4x4-base,18,3,down,False,0,17,0,1,0,2
1,4x4-base,18,4,right,False,0,17,0,2,1,2
1,4x4-base,18,5,down,True,1,18,1,2,1,3
1,4x4-base,19,1,left,False,0,18,1,0,0,0
1,4x4-base,19,2,down,False,0,18,0,0,0,1
1,4x4-base,19,3,down,False,0,18,0,1,0,2
