ProblemId,Map,Episode,Iteration,Action,Done,Reward,CumulativeReward,PrevLocationX,PrevLocationY,NewLocationX,NewLocationY
2,8x8-base,1,1,down,False,0,0,2,1,2,2
2,8x8-base,1,2,down,False,0,0,2,2,2,3
2,8x8-base,1,3,down,False,0,0,2,3,2,4
2,8x8-base,1,4,left,False,0,0,2,4,1,4
2,8x8-base,1,5,left,False,0,0,1,4,0,4
2,8x8-base,1,6,down,False,0,0,0,4,0,5
2,8x8-base,1,7,down,False,0,0,0,5,0,6
2,8x8-base,1,8,down,True,1,1,0,6,0,7
2,8x8-base,2,1,down,False,0,1,2,1,2,2
2,8x8-base,2,2,down,False,0,1,2,2,2,3
2,8x8-base,2,3,down,False,0,1,2,3,2,4
2,8x8-base,2,4,left,False,0,1,2,4,1,4
2,8x8-base,2,5,left,False,0,1,1,4,0,4
2,8x8-base,2,6,down,False,0,1,0,4,0,5
2,8x8-base,2,7,down,False,0,1,0,5,0,6
2,8x8-base,2,8,down,True,1,2,0,6,0,7
2,8x8-base,3,1,down,False,0,2,2,1,2,2
2,8x8-base,3,2,down,False,0,2,2,2,2,3
2,8x8-base,3,3,down,False,0,2,2,3,2,4
2,8x8-base,3,4,left,False,0,2,2,4,1,4
2,8x8-base,3,5,left,False,0,2,1,4,0,4
2,8x8-base,3,6,down,False,0,2,0,4,0,5
2,8x8-base,3,7,down,False,0,2,0,5,0,6
2,8x8-base,3,8,down,True,1,3,0,6,0,7
2,8x8-base,4,1,down,False,0,3,2,1,2,2
2,8x8-base,4,2,down,False,0,3,2,2,2,3
2,8x8-base,4,3,down,False,0,3,2,3,2,4
2,8x8-base,4,4,left,False,0,3,2,4,1,4
2,8x8-base,4,5,left,False,0,3,1,4,0,4
2,8x8-base,4,6,down,False,0,3,0,4,0,5
2,8x8-base,4,7,down,False,0,3,0,5,0,6
2,8x8-base,4,8,down,True,1,4,0,6,0,7
2,8x8-base,5,1,down,False,0,4,2,1,2,2
2,8x8-base,5,2,down,False,0,4,2,2,2,3
2,8x8-base,5,3,down,False,0,4,2,3,2,4
2,8x8-base,5,4,left,False,0,4,2,4,1,4
2,8x8-base,5,5,left,False,0,4,1,4,0,4
2,8x8-base,5,6,down,False,0,4,0,4,0,5
2,8x8-base,5,7,down,False,0,4,0,5,0,6
2,8x8-base,5,8,down,True,1,5,0,6,0,7
2,8x8-base,6,1,down,False,0,5,2,1,2,2
2,8x8-base,6,2,down,False,0,5,2,2,2,3
2,8x8-base,6,3,down,False,0,5,2,3,2,4
2,8x8-base,6,4,left,False,0,5,2,4,1,4
2,8x8-base,6,5,left,False,0,5,1,4,0,4
2,8x8-base,6,6,down,False,0,5,0,4,0,5
2,8x8-base,6,7,down,False,0,5,0,5,0,6
2,8x8-base,6,8,down,True,1,6,0,6,0,7
2,8x8-base,7,1,down,False,0,6,2,1,2,2
2,8x8-base,7,2,down,False,0,6,2,2,2,3
2,8x8-base,7,3,down,False,0,6,2,3,2,4
2,8x8-base,7,4,left,False,0,6,2,4,1,4
2,8x8-base,7,5,left,False,0,6,1,4,0,4
2,8x8-base,7,6,down,False,0,6,0,4,0,5
2,8x8-base,7,7,down,False,0,6,0,5,0,6
2,8x8-base,7,8,down,True,1,7,0,6,0,7
2,8x8-base,8,1,down,False,0,7,2,1,2,2
2,8x8-base,8,2,down,False,0,7,2,2,2,3
2,8x8-base,8,3,down,False,0,7,2,3,2,4
2,8x8-base,8,4,left,False,0,7,2,4,1,4
2,8x8-base,8,5,left,False,0,7,1,4,0,4
2,8x8-base,8,6,down,False,0,7,0,4,0,5
2,8x8-base,8,7,down,False,0,7,0,5,0,6
2,8x8-base,8,8,down,True,1,8,0,6,0,7
2,8x8-base,9,1,down,False,0,8,2,1,2,2
2,8x8-base,9,2,down,False,0,8,2,2,2,3
2,8x8-base,9,3,down,False,0,8,2,3,2,4
2,8x8-base,9,4,left,False,0,8,2,4,1,4
2,8x8-base,9,5,left,False,0,8,1,4,0,4
2,8x8-base,9,6,down,False,0,8,0,4,0,5
2,8x8-base,9,7,down,False,0,8,0,5,0,6
2,8x8-base,9,8,down,True,1,9,0,6,0,7
2,8x8-base,10,1,down,False,0,9,2,1,2,2
2,8x8-base,10,2,down,False,0,9,2,2,2,3
2,8x8-base,10,3,down,False,0,9,2,3,2,4
2,8x8-base,10,4,left,False,0,9,2,4,1,4
2,8x8-base,10,5,left,False,0,9,1,4,0,4
2,8x8-base,10,6,down,False,0,9,0,4,0,5
2,8x8-base,10,7,down,False,0,9,0,5,0,6
2,8x8-base,10,8,down,True,1,10,0,6,0,7
2,8x8-base,11,1,down,False,0,10,2,1,2,2
2,8x8-base,11,2,down,False,0,10,2,2,2,3
2,8x8-base,11,3,down,False,0,10,2,3,2,4
2,8x8-base,11,4,left,False,0,10,2,4,1,4
2,8x8-base,11,5,left,False,0,10,1,4,0,4
2,8x8-base,11,6,down,False,0,10,0,4,0,5
2,8x8-base,11,7,down,False,0,10,0,5,0,6
2,8x8-base,11,8,down,True,1,11,0,6,0,7
2,8x8-base,12,1,down,False,0,11,2,1,2,2
2,8x8-base,12,2,down,False,0,11,2,2,2,3
2,8x8-base,12,3,down,False,0,11,2,3,2,4
2,8x8-base,12,4,left,False,0,11,2,4,1,4
2,8x8-base,12,5,left,False,0,11,1,4,0,4
2,8x8-base,12,6,down,False,0,11,0,4,0,5
2,8x8-base,12,7,down,False,0,11,0,5,0,6
2,8x8-base,12,8,down,True,1,12,0,6,0,7
2,8x8-base,13,1,down,False,0,12,2,1,2,2
2,8x8-base,13,2,down,False,0,12,2,2,2,3
2,8x8-base,13,3,down,False,0,12,2,3,2,4
2,8x8-base,13,4,left,False,0,12,2,4,1,4
2,8x8-base,13,5,left,False,0,12,1,4,0,4
2,8x8-base,13,6,down,False,0,12,0,4,0,5
2,8x8-base,13,7,down,False,0,12,0,5,0,6
2,8x8-base,13,8,down,True,1,13,0,6,0,7
2,8x8-base,14,1,down,False,0,13,2,1,2,2
2,8x8-base,14,2,down,False,0,13,2,2,2,3
2,8x8-base,14,3,down,False,0,13,2,3,2,4
2,8x8-base,14,4,left,False,0,13,2,4,1,4
2,8x8-base,14,5,left,False,0,13,1,4,0,4
2,8x8-base,14,6,down,False,0,13,0,4,0,5
2,8x8-base,14,7,down,False,0,13,0,5,0,6
2,8x8-base,14,8,down,True,1,14,0,6,0,7
2,8x8-base,15,1,down,False,0,14,2,1,2,2
2,8x8-base,15,2,down,False,0,14,2,2,2,3
2,8x8-base,15,3,down,False,0,14,2,3,2,4
2,8x8-base,15,4,left,False,0,14,2,4,1,4
2,8x8-base,15,5,left,False,0,14,1,4,0,4
2,8x8-base,15,6,down,False,0,14,0,4,0,5
2,8x8-base,15,7,down,False,0,14,0,5,0,6
2,8x8-base,15,8,down,True,1,15,0,6,0,7
2,8x8-base,16,1,down,False,0,15,2,1,2,2
2,8x8-base,16,2,down,False,0,15,2,2,2,3
2,8x8-base,16,3,down,False,0,15,2,3,2,4
2,8x8-base,16,4,left,False,0,15,2,4,1,4
2,8x8-base,16,5,left,False,0,15,1,4,0,4
2,8x8-base,16,6,down,False,0,15,0,4,0,5
